# compiler: R8
# compiler_version: 1.4.94
# min_api: 1
com.google.android.exoplayer2.BasePlayer -> com.google.android.exoplayer2.BasePlayer:
    1:1:com.google.android.exoplayer2.extractor.DefaultExtractorsFactory setAmrExtractorFlags(int):129:129 -> setAmrExtractorFlags
    1:1:com.google.android.exoplayer2.extractor.DefaultExtractorsFactory setConstantBitrateSeekingEnabled(boolean):104:104 -> setConstantBitrateSeekingEnabled
    1:1:com.google.android.exoplayer2.extractor.DefaultExtractorsFactory setFragmentedMp4ExtractorFlags(int):167:167 -> setFragmentedMp4ExtractorFlags
    1:1:com.google.android.exoplayer2.extractor.DefaultExtractorsFactory setMatroskaExtractorFlags(int):142:142 -> setMatroskaExtractorFlags
    1:1:com.google.android.exoplayer2.extractor.DefaultExtractorsFactory setMp3ExtractorFlags(int):179:179 -> setMp3ExtractorFlags
    1:1:com.google.android.exoplayer2.extractor.DefaultExtractorsFactory setMp4ExtractorFlags(int):154:154 -> setMp4ExtractorFlags
    1:1:com.google.android.exoplayer2.extractor.DefaultExtractorsFactory setTsExtractorFlags(int):205:205 -> setTsExtractorFlags
    1:1:com.google.android.exoplayer2.extractor.DefaultExtractorsFactory setTsExtractorMode(int):191:191 -> setTsExtractorMode
com.google.android.exoplayer2.extractor.DummyExtractorOutput -> com.google.android.exoplayer2.extractor.DummyExtractorOutput:
    1:1:void <init>():19:19 -> <init>
    1:1:com.google.android.exoplayer2.extractor.TrackOutput track(int,int):23:23 -> track
com.google.android.exoplayer2.extractor.DummyTrackOutput -> com.google.android.exoplayer2.extractor.DummyTrackOutput:
    1:1:void <init>():28:28 -> <init>
    1:1:int sampleData(com.google.android.exoplayer2.extractor.ExtractorInput,int,boolean):38:38 -> sampleData
    2:2:int sampleData(com.google.android.exoplayer2.extractor.ExtractorInput,int,boolean):43:43 -> sampleData
    3:3:void sampleData(com.google.android.exoplayer2.util.ParsableByteArray,int):50:50 -> sampleData
com.google.android.exoplayer2.extractor.GaplessInfoHolder -> com.google.android.exoplayer2.extractor.GaplessInfoHolder:
    1:1:void <clinit>():33:33 -> <clinit>
    1:3:void <init>():50:52 -> <init>
    1:1:boolean hasGaplessInfo():128:128 -> hasGaplessInfo
    1:2:boolean setFromComment(java.lang.String):107:108 -> setFromComment
    3:4:boolean setFromComment(java.lang.String):110:111 -> setFromComment
    5:6:boolean setFromComment(java.lang.String):113:114 -> setFromComment
    1:6:boolean setFromMetadata(com.google.android.exoplayer2.metadata.Metadata):79:84 -> setFromMetadata
    7:11:boolean setFromMetadata(com.google.android.exoplayer2.metadata.Metadata):87:91 -> setFromMetadata
    1:2:boolean setFromXingHeaderValue(int):65:66 -> setFromXingHeaderValue
com.google.android.exoplayer2.extractor.Id3Peeker -> com.google.android.exoplayer2.extractor.Id3Peeker:
    1:2:void <init>():33:34 -> <init>
    1:1:com.google.android.exoplayer2.metadata.Metadata peekId3Data(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.metadata.id3.Id3Decoder$FramePredicate):56:56 -> peekId3Data
    2:3:com.google.android.exoplayer2.metadata.Metadata peekId3Data(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.metadata.id3.Id3Decoder$FramePredicate):61:62 -> peekId3Data
    4:5:com.google.android.exoplayer2.metadata.Metadata peekId3Data(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.metadata.id3.Id3Decoder$FramePredicate):66:67 -> peekId3Data
    6:8:com.google.android.exoplayer2.metadata.Metadata peekId3Data(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.metadata.id3.Id3Decoder$FramePredicate):71:73 -> peekId3Data
    9:9:com.google.android.exoplayer2.metadata.Metadata peekId3Data(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.metadata.id3.Id3Decoder$FramePredicate):75:75 -> peekId3Data
    10:10:com.google.android.exoplayer2.metadata.Metadata peekId3Data(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.metadata.id3.Id3Decoder$FramePredicate):77:77 -> peekId3Data
    11:12:com.google.android.exoplayer2.metadata.Metadata peekId3Data(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.metadata.id3.Id3Decoder$FramePredicate):83:84 -> peekId3Data
com.google.android.exoplayer2.extractor.MpegAudioHeader -> com.google.android.exoplayer2.extractor.MpegAudioHeader:
    1:1:void <clinit>():34:34 -> <clinit>
    2:3:void <clinit>():36:37 -> <clinit>
    4:4:void <clinit>():41:41 -> <clinit>
    5:5:void <clinit>():45:45 -> <clinit>
    6:6:void <clinit>():49:49 -> <clinit>
    7:7:void <clinit>():53:53 -> <clinit>
    1:1:void <init>():24:24 -> <init>
    1:1:int getFrameSize(int):88:88 -> getFrameSize
    2:2:int getFrameSize(int):91:91 -> getFrameSize
    3:3:int getFrameSize(int):94:94 -> getFrameSize
    4:5:int getFrameSize(int):101:102 -> getFrameSize
    6:6:int getFrameSize(int):106:106 -> getFrameSize
    7:7:int getFrameSize(int):109:109 -> getFrameSize
    8:8:int getFrameSize(int):115:115 -> getFrameSize
    9:9:int getFrameSize(int):118:118 -> getFrameSize
    1:1:boolean populateHeader(int,com.google.android.exoplayer2.extractor.MpegAudioHeader):156:156 -> populateHeader
    2:2:boolean populateHeader(int,com.google.android.exoplayer2.extractor.MpegAudioHeader):159:159 -> populateHeader
    3:3:boolean populateHeader(int,com.google.android.exoplayer2.extractor.MpegAudioHeader):162:162 -> populateHeader
    4:5:boolean populateHeader(int,com.google.android.exoplayer2.extractor.MpegAudioHeader):171:172 -> populateHeader
    6:6:boolean populateHeader(int,com.google.android.exoplayer2.extractor.MpegAudioHeader):178:178 -> populateHeader
    7:7:boolean populateHeader(int,com.google.android.exoplayer2.extractor.MpegAudioHeader):180:180 -> populateHeader
    8:8:boolean populateHeader(int,com.google.android.exoplayer2.extractor.MpegAudioHeader):183:183 -> populateHeader
    9:9:boolean populateHeader(int,com.google.android.exoplayer2.extractor.MpegAudioHeader):185:185 -> populateHeader
    10:10:boolean populateHeader(int,com.google.android.exoplayer2.extractor.MpegAudioHeader):189:189 -> populateHeader
    11:11:boolean populateHeader(int,com.google.android.exoplayer2.extractor.MpegAudioHeader):191:191 -> populateHeader
    1:7:void setValues(int,java.lang.String,int,int,int,int,int):218:224 -> setValues
com.google.android.exoplayer2.extractor.PositionHolder -> com.google.android.exoplayer2.extractor.PositionHolder:
    1:1:void <init>():21:21 -> <init>
com.google.android.exoplayer2.extractor.SeekMap$SeekPoints -> com.google.android.exoplayer2.extractor.SeekMap$SeekPoints:
    1:1:void <init>(com.google.android.exoplayer2.extractor.SeekPoint):78:78 -> <init>
    2:4:void <init>(com.google.android.exoplayer2.extractor.SeekPoint,com.google.android.exoplayer2.extractor.SeekPoint):85:87 -> <init>
    1:1:boolean equals(java.lang.Object):100:100 -> equals
    2:3:boolean equals(java.lang.Object):103:104 -> equals
    1:1:int hashCode():109:109 -> hashCode
    1:1:java.lang.String toString():92:92 -> toString
com.google.android.exoplayer2.extractor.SeekMap$Unseekable -> com.google.android.exoplayer2.extractor.SeekMap$Unseekable:
    1:1:void <init>(long):38:38 -> <init>
    2:4:void <init>(long,long):46:48 -> <init>
    1:1:long getDurationUs():59:59 -> getDurationUs
    1:1:com.google.android.exoplayer2.extractor.SeekMap$SeekPoints getSeekPoints(long):64:64 -> getSeekPoints
com.google.android.exoplayer2.extractor.SeekPoint -> com.google.android.exoplayer2.extractor.SeekPoint:
    1:1:void <clinit>():24:24 -> <clinit>
    1:3:void <init>(long,long):36:38 -> <init>
    1:1:boolean equals(java.lang.Object):51:51 -> equals
    2:3:boolean equals(java.lang.Object):54:55 -> equals
    1:2:int hashCode():60:61 -> hashCode
    1:1:java.lang.String toString():43:43 -> toString
com.google.android.exoplayer2.extractor.TrackOutput$CryptoData -> com.google.android.exoplayer2.extractor.TrackOutput$CryptoData:
    1:5:void <init>(int,byte[],int,int):65:69 -> <init>
    1:1:boolean equals(java.lang.Object):77:77 -> equals
    2:4:boolean equals(java.lang.Object):80:82 -> equals
    1:4:int hashCode():87:90 -> hashCode
com.google.android.exoplayer2.extractor.amr.AmrExtractor -> com.google.android.exoplayer2.extractor.amr.AmrExtractor:
    1:1:void <clinit>():49:49 -> <clinit>
    2:2:void <clinit>():71:71 -> <clinit>
    3:3:void <clinit>():94:94 -> <clinit>
    4:5:void <clinit>():113:114 -> <clinit>
    6:6:void <clinit>():117:117 -> <clinit>
    1:1:void <init>():147:147 -> <init>
    2:5:void <init>(int):151:154 -> <init>
    1:1:com.google.android.exoplayer2.extractor.Extractor[] lambda$static$0():49:49 -> a
    1:1:byte[] amrSignatureNb():211:211 -> amrSignatureNb
    1:1:byte[] amrSignatureWb():215:215 -> amrSignatureWb
    1:1:int frameSizeBytesByTypeNb(int):203:203 -> frameSizeBytesByTypeNb
    1:1:int frameSizeBytesByTypeWb(int):207:207 -> frameSizeBytesByTypeWb
    1:1:int getBitrateFromFrameSize(int,long):381:381 -> getBitrateFromFrameSize
    1:2:com.google.android.exoplayer2.extractor.SeekMap getConstantBitrateSeekMap(long):369:370 -> getConstantBitrateSeekMap
    1:2:int getFrameSizeInBytes(int):325:326 -> getFrameSizeInBytes
    3:3:int getFrameSizeInBytes(int):330:330 -> getFrameSizeInBytes
    1:3:void init(com.google.android.exoplayer2.extractor.ExtractorOutput):166:168 -> init
    1:1:boolean isNarrowBandValidFrameType(int):346:346 -> isNarrowBandValidFrameType
    1:1:boolean isValidFrameType(int):336:336 -> isValidFrameType
    1:1:boolean isWideBandValidFrameType(int):341:341 -> isWideBandValidFrameType
    1:6:void maybeOutputFormat():249:254 -> maybeOutputFormat
    7:7:void maybeOutputFormat():253:253 -> maybeOutputFormat
    1:1:void maybeOutputSeekMap(long,int):350:350 -> maybeOutputSeekMap
    2:2:void maybeOutputSeekMap(long,int):354:354 -> maybeOutputSeekMap
    3:3:void maybeOutputSeekMap(long,int):360:360 -> maybeOutputSeekMap
    4:6:void maybeOutputSeekMap(long,int):362:364 -> maybeOutputSeekMap
    7:9:void maybeOutputSeekMap(long,int):357:359 -> maybeOutputSeekMap
    1:4:boolean peekAmrSignature(com.google.android.exoplayer2.extractor.ExtractorInput,byte[]):242:245 -> peekAmrSignature
    1:2:int peekNextSampleSize(com.google.android.exoplayer2.extractor.ExtractorInput):310:311 -> peekNextSampleSize
    3:3:int peekNextSampleSize(com.google.android.exoplayer2.extractor.ExtractorInput):313:313 -> peekNextSampleSize
    4:4:int peekNextSampleSize(com.google.android.exoplayer2.extractor.ExtractorInput):321:321 -> peekNextSampleSize
    5:5:int peekNextSampleSize(com.google.android.exoplayer2.extractor.ExtractorInput):317:317 -> peekNextSampleSize
    1:3:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):174:176 -> read
    4:6:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):179:181 -> read
    1:3:boolean readAmrHeader(com.google.android.exoplayer2.extractor.ExtractorInput):227:229 -> readAmrHeader
    4:6:boolean readAmrHeader(com.google.android.exoplayer2.extractor.ExtractorInput):231:233 -> readAmrHeader
    1:1:int readSample(com.google.android.exoplayer2.extractor.ExtractorInput):271:271 -> readSample
    2:2:int readSample(com.google.android.exoplayer2.extractor.ExtractorInput):273:273 -> readSample
    3:6:int readSample(com.google.android.exoplayer2.extractor.ExtractorInput):277:280 -> readSample
    7:8:int readSample(com.google.android.exoplayer2.extractor.ExtractorInput):282:283 -> readSample
    9:10:int readSample(com.google.android.exoplayer2.extractor.ExtractorInput):287:288 -> readSample
    11:12:int readSample(com.google.android.exoplayer2.extractor.ExtractorInput):293:294 -> readSample
    13:13:int readSample(com.google.android.exoplayer2.extractor.ExtractorInput):298:298 -> readSample
    14:14:int readSample(com.google.android.exoplayer2.extractor.ExtractorInput):304:304 -> readSample
    1:5:void seek(long,long):187:191 -> seek
    6:6:void seek(long,long):193:193 -> seek
    1:1:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):161:161 -> sniff
com.google.android.exoplayer2.extractor.flv.AudioTagPayloadReader -> com.google.android.exoplayer2.extractor.flv.AudioTagPayloadReader:
    1:1:void <clinit>():41:41 -> <clinit>
    1:1:void <init>(com.google.android.exoplayer2.extractor.TrackOutput):49:49 -> <init>
    1:4:boolean parseHeader(com.google.android.exoplayer2.util.ParsableByteArray):59:62 -> parseHeader
    5:6:boolean parseHeader(com.google.android.exoplayer2.util.ParsableByteArray):64:65 -> parseHeader
    7:8:boolean parseHeader(com.google.android.exoplayer2.util.ParsableByteArray):67:68 -> parseHeader
    9:9:boolean parseHeader(com.google.android.exoplayer2.util.ParsableByteArray):78:78 -> parseHeader
    10:10:boolean parseHeader(com.google.android.exoplayer2.util.ParsableByteArray):70:70 -> parseHeader
    11:11:boolean parseHeader(com.google.android.exoplayer2.util.ParsableByteArray):73:73 -> parseHeader
    12:13:boolean parseHeader(com.google.android.exoplayer2.util.ParsableByteArray):75:76 -> parseHeader
    14:14:boolean parseHeader(com.google.android.exoplayer2.util.ParsableByteArray):80:80 -> parseHeader
    15:15:boolean parseHeader(com.google.android.exoplayer2.util.ParsableByteArray):83:83 -> parseHeader
    1:4:boolean parsePayload(com.google.android.exoplayer2.util.ParsableByteArray,long):90:93 -> parsePayload
    5:6:boolean parsePayload(com.google.android.exoplayer2.util.ParsableByteArray,long):96:97 -> parsePayload
    7:9:boolean parsePayload(com.google.android.exoplayer2.util.ParsableByteArray,long):99:101 -> parsePayload
    10:12:boolean parsePayload(com.google.android.exoplayer2.util.ParsableByteArray,long):103:105 -> parsePayload
    13:13:boolean parsePayload(com.google.android.exoplayer2.util.ParsableByteArray,long):103:103 -> parsePayload
    14:15:boolean parsePayload(com.google.android.exoplayer2.util.ParsableByteArray,long):106:107 -> parsePayload
    16:19:boolean parsePayload(com.google.android.exoplayer2.util.ParsableByteArray,long):109:112 -> parsePayload
com.google.android.exoplayer2.extractor.flv.FlvExtractor -> com.google.android.exoplayer2.extractor.flv.FlvExtractor:
    1:1:void <clinit>():39:39 -> <clinit>
    2:2:void <clinit>():67:67 -> <clinit>
    1:7:void <init>():87:93 -> <init>
    1:1:com.google.android.exoplayer2.extractor.Extractor[] lambda$static$0():39:39 -> a
    1:3:void ensureReadyForMediaOutput():298:300 -> ensureReadyForMediaOutput
    1:1:long getCurrentTimestampUs():305:305 -> getCurrentTimestampUs
    2:2:long getCurrentTimestampUs():307:307 -> getCurrentTimestampUs
    1:1:void init(com.google.android.exoplayer2.extractor.ExtractorOutput):129:129 -> init
    1:2:com.google.android.exoplayer2.util.ParsableByteArray prepareTagData(com.google.android.exoplayer2.extractor.ExtractorInput):287:288 -> prepareTagData
    3:3:com.google.android.exoplayer2.util.ParsableByteArray prepareTagData(com.google.android.exoplayer2.extractor.ExtractorInput):290:290 -> prepareTagData
    4:6:com.google.android.exoplayer2.util.ParsableByteArray prepareTagData(com.google.android.exoplayer2.extractor.ExtractorInput):292:294 -> prepareTagData
    1:1:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):148:148 -> read
    2:2:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):169:169 -> read
    3:3:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):163:163 -> read
    4:4:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):158:158 -> read
    5:5:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):155:155 -> read
    6:6:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):150:150 -> read
    1:1:boolean readFlvHeader(com.google.android.exoplayer2.extractor.ExtractorInput):183:183 -> readFlvHeader
    2:4:boolean readFlvHeader(com.google.android.exoplayer2.extractor.ExtractorInput):188:190 -> readFlvHeader
    5:7:boolean readFlvHeader(com.google.android.exoplayer2.extractor.ExtractorInput):193:195 -> readFlvHeader
